driver_age,gender,annual_mileage,territory,prior_claims_3yrs,current_claim_count,age_group,total_claims_3yrs,mileage_category
16,F,9967,urban,0,0,16-25,0,low
44,F,11256,urban,0,0,41-60,0,medium
38,F,15988,urban,0,0,26-40,0,medium
20,M,23086,urban,0,0,16-25,0,high
31,M,23568,urban,0,1,26-40,1,high
33,F,22963,suburban,1,0,26-40,1,high
24,M,12226,suburban,0,0,16-25,0,medium
32,F,22043,suburban,0,0,26-40,0,high
54,F,9104,urban,0,0,41-60,0,low
60,F,13801,suburban,0,0,41-60,0,medium
28,F,27821,suburban,0,0,26-40,0,high
68,M,14869,urban,0,0,60+,0,medium
21,F,12411,urban,0,0,16-25,0,medium
54,F,13403,urban,0,0,41-60,0,medium
70,F,16777,suburban,0,0,60+,0,medium
28,F,19379,suburban,0,0,26-40,0,medium
63,M,13290,suburban,0,1,60+,1,medium
94,F,15744,rural,0,0,60+,0,medium
67,F,17675,urban,2,0,60+,2,medium
84,F,16495,urban,2,0,60+,2,medium
74,M,15728,suburban,0,0,60+,0,medium
37,M,13492,urban,0,0,26-40,0,medium
40,F,17125,urban,0,1,26-40,1,medium
42,F,24575,rural,0,0,41-60,0,high
52,M,21370,urban,0,0,41-60,0,high
55,F,20807,rural,1,0,41-60,1,high
36,F,19633,urban,1,0,26-40,1,medium
46,F,12304,suburban,0,1,41-60,1,medium
75,F,11345,urban,0,0,60+,0,medium
61,M,12706,urban,1,0,60+,1,medium
55,M,15689,urban,0,0,41-60,0,medium
17,M,31763,rural,1,1,16-25,2,very_high
77,M,13556,urban,0,0,60+,0,medium
53,M,29843,rural,1,0,41-60,1,high
31,M,24058,suburban,0,0,26-40,0,high
48,F,19330,urban,1,0,41-60,1,medium
27,M,14542,urban,0,0,26-40,0,medium
42,F,12695,urban,0,0,41-60,0,medium
16,M,14643,suburban,0,0,16-25,0,medium
74,F,20622,urban,0,0,60+,0,high
71,F,12086,rural,0,0,60+,0,medium
51,F,18851,suburban,0,0,41-60,0,medium
45,M,20077,urban,0,0,41-60,0,high
45,M,11265,urban,0,0,41-60,0,medium
44,M,13068,suburban,0,0,41-60,0,medium
45,F,29087,rural,0,0,41-60,0,high
30,M,20582,suburban,0,0,26-40,0,high
37,F,7866,suburban,0,0,26-40,0,low
96,F,18756,suburban,0,0,60+,0,medium
75,F,19066,suburban,0,0,60+,0,medium
96,M,15379,suburban,0,0,60+,0,medium
74,F,20430,rural,0,0,60+,0,high
65,F,14588,urban,2,0,60+,2,medium
50,M,16199,rural,0,0,41-60,0,medium
76,M,19062,urban,1,0,60+,1,medium
69,F,26821,suburban,1,0,60+,1,high
35,F,21366,urban,1,0,26-40,1,high
58,M,11961,urban,0,0,41-60,0,medium
69,M,15960,urban,1,0,60+,1,medium
16,M,13057,urban,0,1,16-25,1,medium
57,F,20515,suburban,0,0,41-60,0,high
34,F,20885,urban,0,0,26-40,0,high
40,M,16616,urban,1,0,26-40,1,medium
51,M,18482,suburban,0,0,41-60,0,medium
48,F,27148,suburban,0,0,41-60,0,high
45,M,16645,urban,0,0,41-60,0,medium
16,F,13408,suburban,2,0,16-25,2,medium
51,F,9564,urban,0,0,41-60,0,low
25,F,20597,rural,1,0,16-25,1,high
50,M,23389,rural,1,0,41-60,1,high
40,M,14259,suburban,0,0,26-40,0,medium
76,F,19714,urban,0,0,60+,0,medium
66,F,5809,suburban,0,0,60+,0,low
61,F,15703,suburban,0,0,60+,0,medium
27,F,33052,rural,0,0,26-40,0,very_high
65,M,25613,suburban,0,1,60+,1,high
76,F,12547,urban,0,0,60+,0,medium
25,M,17495,urban,1,1,16-25,2,medium
75,F,36493,rural,1,0,60+,1,very_high
29,F,25287,suburban,0,0,26-40,0,high
57,F,26133,suburban,1,0,41-60,1,high
44,F,18560,urban,1,0,41-60,1,medium
71,F,17595,rural,0,0,60+,0,medium
34,M,15188,urban,0,0,26-40,0,medium
69,M,15873,urban,0,0,60+,0,medium
30,M,16593,urban,1,0,26-40,1,medium
65,M,24534,suburban,0,0,60+,0,high
32,F,19726,urban,0,0,26-40,0,medium
63,M,12250,urban,0,0,60+,0,medium
40,M,23894,rural,0,0,26-40,0,high
53,M,23436,suburban,1,0,41-60,1,high
33,M,19916,suburban,0,0,26-40,0,medium
63,M,13369,suburban,0,0,60+,0,medium
24,F,20306,suburban,1,0,16-25,1,high
40,F,17587,suburban,0,0,26-40,0,medium
17,M,16374,rural,1,0,16-25,1,medium
32,M,12051,urban,1,0,26-40,1,medium
34,M,5910,suburban,1,0,26-40,1,low
41,M,12264,suburban,1,0,41-60,1,medium
56,M,14414,urban,0,0,41-60,0,medium
51,M,21538,suburban,0,0,41-60,0,high
43,M,13425,urban,0,0,41-60,0,medium
57,F,21284,urban,0,0,41-60,0,high
24,M,25616,suburban,0,0,16-25,0,high
30,F,16415,urban,0,0,26-40,0,medium
18,M,15714,suburban,0,0,16-25,0,medium
52,M,19611,rural,0,0,41-60,0,medium
18,M,14803,suburban,1,0,16-25,1,medium
54,F,18206,suburban,0,1,41-60,1,medium
78,F,11071,suburban,0,0,60+,0,medium
58,M,17707,suburban,0,0,41-60,0,medium
32,M,23999,suburban,1,0,26-40,1,high
35,F,15069,suburban,0,0,26-40,0,medium
16,M,21646,suburban,1,0,16-25,1,high
46,F,21102,suburban,0,0,41-60,0,high
35,M,9276,urban,2,0,26-40,2,low
35,F,30847,rural,0,0,26-40,0,very_high
55,M,15966,suburban,1,0,41-60,1,medium
25,M,9885,urban,0,0,16-25,0,low
20,F,25801,rural,0,0,16-25,0,high
53,F,16398,suburban,0,0,41-60,0,medium
22,M,14504,urban,0,0,16-25,0,medium
48,M,27881,rural,0,0,41-60,0,high
46,M,24192,rural,0,0,41-60,0,high
59,M,10825,urban,1,0,41-60,1,medium
18,F,22801,suburban,0,0,16-25,0,high
63,M,19769,urban,0,0,60+,0,medium
93,F,13245,suburban,0,0,60+,0,medium
19,M,13443,urban,1,0,16-25,1,medium
76,F,16126,urban,0,0,60+,0,medium
62,F,8790,suburban,0,0,60+,0,low
25,F,28356,suburban,1,0,16-25,1,high
48,F,7745,urban,0,0,41-60,0,low
27,M,15578,suburban,0,0,26-40,0,medium
75,M,31564,rural,0,0,60+,0,very_high
44,M,19966,urban,0,0,41-60,0,medium
78,F,19446,suburban,0,0,60+,0,medium
71,F,20607,suburban,1,0,60+,1,high
34,F,18118,suburban,0,0,26-40,0,medium
23,M,7273,urban,0,0,16-25,0,low
68,M,8068,suburban,0,1,60+,1,low
46,M,14083,rural,1,0,41-60,1,medium
43,F,10948,suburban,0,0,41-60,0,medium
75,F,17644,suburban,0,0,60+,0,medium
34,F,20647,urban,0,0,26-40,0,high
59,F,26320,rural,1,0,41-60,1,high
51,M,18319,suburban,0,0,41-60,0,medium
25,M,15212,suburban,1,0,16-25,1,medium
73,F,13375,urban,0,0,60+,0,medium
26,F,10987,suburban,0,1,26-40,1,medium
35,F,18862,suburban,0,1,26-40,1,medium
26,M,29692,urban,0,0,26-40,0,high
32,F,21216,suburban,0,0,26-40,0,high
80,F,19458,suburban,0,0,60+,0,medium
57,M,14143,urban,1,0,41-60,1,medium
59,M,21120,suburban,0,0,41-60,0,high
39,M,28622,suburban,1,0,26-40,1,high
68,M,9488,urban,0,0,60+,0,low
43,F,29470,suburban,3,0,41-60,3,high
24,M,16467,suburban,0,0,16-25,0,medium
22,F,18768,suburban,0,0,16-25,0,medium
30,M,16777,urban,1,0,26-40,1,medium
69,M,18773,suburban,0,1,60+,1,medium
51,M,22258,rural,1,0,41-60,1,high
57,F,9969,urban,0,0,41-60,0,low
29,M,20536,rural,0,0,26-40,0,high
89,F,7826,urban,0,0,60+,0,low
22,F,12864,suburban,1,2,16-25,3,medium
35,F,16339,urban,1,0,26-40,1,medium
37,M,15273,urban,0,0,26-40,0,medium
68,F,24637,suburban,1,0,60+,1,high
58,M,11133,urban,1,0,41-60,1,medium
70,F,15452,urban,1,0,60+,1,medium
50,F,14095,urban,0,0,41-60,0,medium
71,M,14037,suburban,1,2,60+,3,medium
76,F,4163,suburban,0,1,60+,1,low
70,F,25975,suburban,0,0,60+,0,high
71,M,13409,urban,0,0,60+,0,medium
53,F,17993,suburban,0,0,41-60,0,medium
69,M,25305,suburban,0,0,60+,0,high
56,M,14107,urban,0,0,41-60,0,medium
41,M,10284,rural,0,1,41-60,1,medium
45,F,22395,rural,0,0,41-60,0,high
63,M,13532,urban,0,1,60+,1,medium
69,F,8507,suburban,0,0,60+,0,low
68,F,16131,rural,0,0,60+,0,medium
60,M,18263,urban,0,0,41-60,0,medium
94,F,18453,urban,0,1,60+,1,medium
74,M,15882,urban,0,0,60+,0,medium
69,F,20517,suburban,0,0,60+,0,high
47,M,18408,urban,0,2,41-60,2,medium
20,F,22815,suburban,0,0,16-25,0,high
78,F,11280,suburban,2,1,60+,3,medium
48,F,11069,urban,0,0,41-60,0,medium
75,M,17850,suburban,1,0,60+,1,medium
19,M,18924,urban,1,0,16-25,1,medium
49,M,19821,rural,0,0,41-60,0,medium
33,M,23143,urban,0,0,26-40,0,high
38,F,15126,urban,0,0,26-40,0,medium
24,M,19745,suburban,1,0,16-25,1,medium
86,F,15432,urban,0,0,60+,0,medium
51,M,23541,rural,0,0,41-60,0,high
70,M,20583,suburban,1,0,60+,1,high
17,M,18329,suburban,1,0,16-25,1,medium
77,M,8637,urban,0,0,60+,0,low
33,F,15855,suburban,1,0,26-40,1,medium
47,F,15845,urban,0,0,41-60,0,medium
16,F,21340,rural,0,0,16-25,0,high
43,F,14644,suburban,0,0,41-60,0,medium
43,M,21495,urban,1,1,41-60,2,high
37,M,25666,suburban,0,0,26-40,0,high
55,M,21509,suburban,0,0,41-60,0,high
29,F,22118,suburban,2,0,26-40,2,high
38,F,12590,suburban,0,0,26-40,0,medium
29,M,18207,urban,0,0,26-40,0,medium
38,M,14803,urban,0,0,26-40,0,medium
33,F,29856,rural,0,0,26-40,0,high
31,M,21394,suburban,0,0,26-40,0,high
55,M,15158,suburban,0,0,41-60,0,medium
80,M,12510,urban,1,0,60+,1,medium
53,F,21524,suburban,0,0,41-60,0,high
39,M,18788,suburban,1,0,26-40,1,medium
71,M,35577,rural,0,0,60+,0,very_high
24,F,8822,suburban,0,0,16-25,0,low
61,F,19454,rural,1,0,60+,1,medium
33,M,20954,suburban,0,0,26-40,0,high
90,M,14171,urban,0,1,60+,1,medium
73,F,22216,suburban,0,0,60+,0,high
62,M,22988,suburban,0,0,60+,0,high
69,F,22438,suburban,0,0,60+,0,high
21,F,14047,suburban,0,0,16-25,0,medium
62,M,16087,suburban,0,0,60+,0,medium
76,M,29011,rural,1,0,60+,1,high
20,F,21270,urban,0,0,16-25,0,high
19,F,15093,suburban,0,0,16-25,0,medium
47,M,15458,urban,0,0,41-60,0,medium
40,F,13103,urban,1,0,26-40,1,medium
21,F,22250,urban,0,1,16-25,1,high
39,M,29143,rural,1,0,26-40,1,high
40,F,22529,suburban,1,0,26-40,1,high
37,M,22261,suburban,1,0,26-40,1,high
39,F,17880,suburban,0,0,26-40,0,medium
75,M,12353,suburban,0,0,60+,0,medium
64,F,22655,urban,0,0,60+,0,high
72,F,17460,rural,0,0,60+,0,medium
23,M,29938,rural,1,0,16-25,1,high
36,M,16457,suburban,0,0,26-40,0,medium
55,M,20190,suburban,1,1,41-60,2,high
68,F,15639,urban,0,0,60+,0,medium
58,M,10305,suburban,0,0,41-60,0,medium
95,F,21741,suburban,0,0,60+,0,high
24,F,13193,suburban,0,2,16-25,2,medium
36,M,31208,suburban,0,0,26-40,0,very_high
45,M,17257,suburban,0,0,41-60,0,medium
49,F,19007,urban,1,0,41-60,1,medium
43,M,17864,urban,0,0,41-60,0,medium
53,M,14078,urban,0,0,41-60,0,medium
77,M,22487,rural,0,0,60+,0,high
48,M,13381,urban,1,0,41-60,1,medium
65,F,16962,rural,0,0,60+,0,medium
59,F,10029,rural,0,0,41-60,0,medium
60,F,20899,rural,0,0,41-60,0,high
21,M,18606,urban,0,0,16-25,0,medium
30,F,16504,suburban,0,0,26-40,0,medium
47,M,15090,urban,1,0,41-60,1,medium
71,M,23904,suburban,0,0,60+,0,high
77,M,17321,suburban,0,0,60+,0,medium
19,F,18945,urban,0,0,16-25,0,medium
73,F,25421,rural,0,0,60+,0,high
50,M,13585,urban,0,1,41-60,1,medium
35,M,14996,urban,0,0,26-40,0,medium
57,M,20501,suburban,0,1,41-60,1,high
38,F,17255,urban,0,0,26-40,0,medium
73,F,14080,urban,1,1,60+,2,medium
42,F,12937,urban,0,0,41-60,0,medium
38,M,22168,rural,0,0,26-40,0,high
19,M,13962,urban,0,0,16-25,0,medium
56,F,9534,suburban,1,0,41-60,1,low
49,F,21259,urban,0,0,41-60,0,high
71,F,9732,urban,0,0,60+,0,low
48,F,17230,urban,0,0,41-60,0,medium
28,M,14681,urban,0,0,26-40,0,medium
36,M,14136,urban,0,0,26-40,0,medium
66,F,20684,urban,1,0,60+,1,high
24,F,11610,urban,0,0,16-25,0,medium
41,M,15854,rural,1,0,41-60,1,medium
75,F,14856,urban,1,0,60+,1,medium
79,F,20577,suburban,1,0,60+,1,high
78,M,19878,suburban,0,1,60+,1,medium
75,F,15900,urban,1,0,60+,1,medium
46,F,12798,urban,0,0,41-60,0,medium
66,M,22169,rural,1,0,60+,1,high
70,F,14648,urban,0,0,60+,0,medium
52,F,18152,rural,0,0,41-60,0,medium
50,F,17848,urban,0,0,41-60,0,medium
64,F,8518,suburban,0,0,60+,0,low
64,M,12002,urban,0,0,60+,0,medium
92,F,18398,urban,0,0,60+,0,medium
74,F,9131,urban,0,0,60+,0,low
20,M,19638,suburban,2,0,16-25,2,medium
76,F,15539,suburban,0,0,60+,0,medium
18,M,13703,suburban,1,0,16-25,1,medium
22,F,13736,urban,0,0,16-25,0,medium
33,F,24343,rural,0,0,26-40,0,high
63,M,19137,suburban,1,0,60+,1,medium
58,M,9408,suburban,0,0,41-60,0,low
64,M,19632,suburban,0,0,60+,0,medium
39,F,8975,urban,1,0,26-40,1,low
60,F,14861,suburban,0,0,41-60,0,medium
29,M,15788,rural,0,0,26-40,0,medium
53,M,13810,urban,1,0,41-60,1,medium
42,M,15090,suburban,0,0,41-60,0,medium
20,M,19978,suburban,1,0,16-25,1,medium
37,M,17790,rural,0,0,26-40,0,medium
18,M,18402,suburban,0,0,16-25,0,medium
63,M,17533,suburban,0,0,60+,0,medium
89,F,22393,urban,0,0,60+,0,high
44,M,13594,urban,1,0,41-60,1,medium
50,M,14724,urban,0,0,41-60,0,medium
76,M,17379,urban,0,0,60+,0,medium
42,M,9889,urban,1,0,41-60,1,low
61,F,23327,suburban,0,0,60+,0,high
70,F,7710,urban,0,0,60+,0,low
50,F,16337,urban,0,0,41-60,0,medium
18,M,21773,suburban,0,0,16-25,0,high
70,F,12911,suburban,0,0,60+,0,medium
66,M,17115,urban,0,0,60+,0,medium
34,M,15182,suburban,0,0,26-40,0,medium
55,M,11727,urban,0,0,41-60,0,medium
43,F,11755,urban,1,0,41-60,1,medium
36,F,17237,urban,0,0,26-40,0,medium
59,F,15773,suburban,0,0,41-60,0,medium
35,F,13421,urban,0,0,26-40,0,medium
27,M,13897,suburban,0,0,26-40,0,medium
41,F,24663,suburban,0,0,41-60,0,high
62,F,14182,rural,0,0,60+,0,medium
33,M,17881,urban,0,0,26-40,0,medium
23,F,8418,suburban,0,1,16-25,1,low
44,F,30951,rural,0,0,41-60,0,very_high
19,F,13666,urban,1,0,16-25,1,medium
20,F,19314,urban,0,0,16-25,0,medium
25,M,16384,suburban,2,0,16-25,2,medium
70,M,19209,urban,1,0,60+,1,medium
48,F,17759,urban,0,0,41-60,0,medium
77,F,22491,suburban,0,0,60+,0,high
50,F,17579,rural,0,0,41-60,0,medium
40,M,16901,urban,0,1,26-40,1,medium
63,M,18802,suburban,1,0,60+,1,medium
42,M,27537,rural,0,0,41-60,0,high
37,M,17621,suburban,0,0,26-40,0,medium
56,F,10300,suburban,1,0,41-60,1,medium
24,M,16117,urban,0,0,16-25,0,medium
19,F,18255,suburban,1,0,16-25,1,medium
45,F,24084,rural,0,0,41-60,0,high
41,M,10051,urban,0,0,41-60,0,medium
70,F,18034,urban,1,0,60+,1,medium
45,F,25944,suburban,1,0,41-60,1,high
55,M,11004,urban,0,0,41-60,0,medium
22,M,11765,urban,0,0,16-25,0,medium
59,M,15737,suburban,2,0,41-60,2,medium
56,M,21938,urban,0,0,41-60,0,high
50,F,21877,rural,0,0,41-60,0,high
53,M,15489,urban,1,0,41-60,1,medium
60,F,22705,suburban,0,0,41-60,0,high
64,M,16801,urban,2,0,60+,2,medium
61,F,31868,suburban,0,0,60+,0,very_high
34,M,21719,suburban,0,0,26-40,0,high
50,M,28787,rural,1,0,41-60,1,high
53,M,12845,urban,0,0,41-60,0,medium
80,M,24175,suburban,0,0,60+,0,high
54,F,21490,urban,1,1,41-60,2,high
45,F,8930,suburban,0,0,41-60,0,low
58,M,24046,suburban,0,0,41-60,0,high
22,M,13972,urban,1,0,16-25,1,medium
41,F,10344,urban,1,0,41-60,1,medium
35,F,13992,suburban,0,0,26-40,0,medium
47,M,23212,suburban,0,0,41-60,0,high
44,F,13587,urban,0,0,41-60,0,medium
40,M,19788,urban,0,0,26-40,0,medium
32,M,18168,suburban,1,0,26-40,1,medium
88,F,15497,rural,0,0,60+,0,medium
18,M,24466,urban,1,0,16-25,1,high
52,M,11665,suburban,0,0,41-60,0,medium
59,F,18536,suburban,0,0,41-60,0,medium
78,M,14287,urban,0,0,60+,0,medium
23,M,26858,suburban,1,0,16-25,1,high
73,F,22386,suburban,0,1,60+,1,high
77,F,19134,rural,1,0,60+,1,medium
49,M,11285,urban,0,0,41-60,0,medium
75,M,17515,urban,0,0,60+,0,medium
55,M,12813,suburban,1,0,41-60,1,medium
99,M,18660,urban,1,0,60+,1,medium
31,F,17640,suburban,0,0,26-40,0,medium
71,F,23893,rural,0,0,60+,0,high
49,M,20080,suburban,0,1,41-60,1,high
71,M,16902,urban,0,1,60+,1,medium
63,M,14680,suburban,0,0,60+,0,medium
55,M,19923,urban,0,0,41-60,0,medium
54,M,15131,urban,0,0,41-60,0,medium
33,F,20709,urban,1,0,26-40,1,high
66,F,14547,urban,0,0,60+,0,medium
26,F,18085,rural,1,0,26-40,1,medium
77,M,28838,rural,0,0,60+,0,high
50,F,23603,suburban,0,0,41-60,0,high
75,F,9338,urban,0,0,60+,0,low
57,M,10410,urban,0,0,41-60,0,medium
49,F,19728,suburban,0,0,41-60,0,medium
22,F,18695,suburban,1,0,16-25,1,medium
16,M,12374,suburban,0,0,16-25,0,medium
57,F,13620,urban,2,0,41-60,2,medium
63,F,17826,urban,0,0,60+,0,medium
62,M,22860,suburban,0,0,60+,0,high
42,M,14864,urban,0,0,41-60,0,medium
23,M,24218,suburban,0,0,16-25,0,high
52,M,13838,urban,0,0,41-60,0,medium
78,M,19930,suburban,0,0,60+,0,medium
43,F,11685,urban,0,0,41-60,0,medium
62,M,15800,suburban,0,0,60+,0,medium
42,F,22660,suburban,0,0,41-60,0,high
75,M,14178,suburban,0,0,60+,0,medium
92,F,19242,suburban,1,0,60+,1,medium
30,M,13483,urban,0,0,26-40,0,medium
71,M,27120,rural,1,0,60+,1,high
59,M,11316,urban,1,0,41-60,1,medium
69,M,11187,urban,1,0,60+,1,medium
31,M,12520,urban,0,0,26-40,0,medium
21,F,24732,suburban,0,0,16-25,0,high
28,M,15809,suburban,0,0,26-40,0,medium
55,F,10864,suburban,0,0,41-60,0,medium
26,M,15794,urban,0,0,26-40,0,medium
62,M,15237,urban,0,0,60+,0,medium
17,F,17056,rural,1,2,16-25,3,medium
16,F,24350,suburban,0,0,16-25,0,high
32,F,8957,suburban,1,0,26-40,1,low
49,F,21779,urban,2,0,41-60,2,high
19,F,15085,suburban,0,0,16-25,0,medium
62,M,18713,suburban,0,0,60+,0,medium
35,F,4340,urban,0,0,26-40,0,low
22,F,17350,urban,1,1,16-25,2,medium
47,M,11022,urban,0,0,41-60,0,medium
43,M,12439,urban,1,0,41-60,1,medium
77,F,19433,urban,0,0,60+,0,medium
75,F,19442,urban,1,0,60+,1,medium
32,F,24364,rural,0,0,26-40,0,high
54,M,19290,suburban,1,0,41-60,1,medium
54,F,18872,urban,0,0,41-60,0,medium
68,M,11294,suburban,1,0,60+,1,medium
48,M,17803,urban,1,0,41-60,1,medium
39,F,10946,urban,0,0,26-40,0,medium
63,F,18140,suburban,0,1,60+,1,medium
54,F,22849,rural,0,1,41-60,1,high
23,M,35931,rural,0,0,16-25,0,very_high
64,M,24205,urban,0,0,60+,0,high
78,F,7041,urban,0,0,60+,0,low
65,M,17824,urban,0,0,60+,0,medium
51,M,5543,urban,0,0,41-60,0,low
31,M,21385,suburban,1,0,26-40,1,high
44,F,22299,suburban,0,0,41-60,0,high
55,F,17216,urban,1,0,41-60,1,medium
65,F,17144,urban,0,1,60+,1,medium
27,M,15625,urban,0,0,26-40,0,medium
66,M,15012,urban,0,0,60+,0,medium
56,M,21877,suburban,1,0,41-60,1,high
39,M,6027,suburban,0,0,26-40,0,low
47,F,15218,suburban,0,0,41-60,0,medium
60,F,13399,suburban,0,0,41-60,0,medium
66,F,7096,urban,0,0,60+,0,low
46,M,12209,suburban,0,0,41-60,0,medium
30,M,13625,rural,1,0,26-40,1,medium
74,F,12958,suburban,0,0,60+,0,medium
27,M,17154,urban,0,0,26-40,0,medium
33,M,24195,suburban,0,0,26-40,0,high
19,M,19062,suburban,1,0,16-25,1,medium
65,M,15529,urban,0,0,60+,0,medium
69,F,11841,suburban,0,0,60+,0,medium
67,F,17539,suburban,0,1,60+,1,medium
49,M,19378,rural,0,0,41-60,0,medium
56,F,16837,suburban,0,0,41-60,0,medium
23,M,16204,urban,0,0,16-25,0,medium
34,M,16354,urban,2,0,26-40,2,medium
80,M,14968,suburban,1,0,60+,1,medium
55,M,12304,suburban,0,0,41-60,0,medium
24,M,20793,suburban,1,0,16-25,1,high
22,M,11059,urban,0,0,16-25,0,medium
99,F,9342,urban,0,0,60+,0,low
16,M,18528,urban,0,0,16-25,0,medium
68,F,13826,suburban,0,0,60+,0,medium
50,M,13843,suburban,0,0,41-60,0,medium
56,F,21058,urban,0,0,41-60,0,high
18,F,22550,suburban,1,1,16-25,2,high
30,M,12375,suburban,0,0,26-40,0,medium
51,F,5932,urban,0,0,41-60,0,low
72,M,14391,urban,0,0,60+,0,medium
57,F,22260,rural,0,0,41-60,0,high
67,F,15062,urban,1,0,60+,1,medium
46,M,17177,urban,0,0,41-60,0,medium
68,F,13975,urban,1,0,60+,1,medium
54,M,24257,rural,0,0,41-60,0,high
50,M,19474,urban,0,0,41-60,0,medium
53,M,9509,urban,0,0,41-60,0,low
63,F,19820,suburban,1,0,60+,1,medium
35,F,16179,suburban,0,0,26-40,0,medium
71,F,15339,suburban,0,0,60+,0,medium
64,F,15960,suburban,0,1,60+,1,medium
53,M,16820,suburban,0,0,41-60,0,medium
74,M,15137,suburban,1,0,60+,1,medium
46,F,21534,urban,0,1,41-60,1,high
78,M,18284,suburban,0,0,60+,0,medium
62,M,10403,urban,0,0,60+,0,medium
29,F,19061,urban,1,0,26-40,1,medium
52,F,17266,urban,0,0,41-60,0,medium
54,F,4131,urban,0,0,41-60,0,low
34,M,13476,rural,1,1,26-40,2,medium
24,F,24805,suburban,0,0,16-25,0,high
34,F,30175,rural,2,0,26-40,2,very_high
75,M,12663,suburban,0,0,60+,0,medium
61,M,20492,urban,2,1,60+,3,high
64,M,14222,urban,0,0,60+,0,medium
67,F,17955,rural,1,0,60+,1,medium
24,F,12203,urban,0,0,16-25,0,medium
76,F,22751,urban,0,0,60+,0,high
52,F,31679,rural,0,0,41-60,0,very_high
30,F,15415,rural,0,0,26-40,0,medium
17,F,15533,urban,1,0,16-25,1,medium
51,M,24810,suburban,0,0,41-60,0,high
48,M,13756,urban,0,0,41-60,0,medium
27,F,7174,urban,0,0,26-40,0,low
46,M,19427,urban,0,0,41-60,0,medium
54,M,30960,rural,0,0,41-60,0,very_high
20,F,25903,suburban,0,0,16-25,0,high
43,F,11469,suburban,0,0,41-60,0,medium
69,M,9360,urban,1,0,60+,1,low
45,M,15130,suburban,0,0,41-60,0,medium
75,F,25898,suburban,1,0,60+,1,high
82,F,18164,urban,0,0,60+,0,medium
32,F,25364,rural,0,0,26-40,0,high
52,M,12172,urban,1,0,41-60,1,medium
48,F,20285,suburban,0,0,41-60,0,high
90,M,15047,suburban,0,0,60+,0,medium
23,F,21609,urban,0,0,16-25,0,high
77,M,20740,suburban,0,0,60+,0,high
89,F,27240,suburban,0,0,60+,0,high
62,F,25865,suburban,0,0,60+,0,high
86,F,13623,suburban,0,0,60+,0,medium
49,M,21577,suburban,0,0,41-60,0,high
21,F,13849,suburban,0,1,16-25,1,medium
36,F,16313,urban,0,0,26-40,0,medium
47,F,14229,urban,0,0,41-60,0,medium
61,F,17958,urban,2,0,60+,2,medium
52,M,14769,urban,1,0,41-60,1,medium
42,M,14717,suburban,0,0,41-60,0,medium
73,F,23530,suburban,1,1,60+,2,high
30,F,14998,suburban,0,0,26-40,0,medium
22,M,23725,urban,0,0,16-25,0,high
67,F,7203,suburban,1,0,60+,1,low
29,M,13390,suburban,1,0,26-40,1,medium
69,F,15320,urban,0,0,60+,0,medium
37,M,18838,urban,0,0,26-40,0,medium
32,M,5543,rural,0,0,26-40,0,low
25,M,12792,urban,0,0,16-25,0,medium
21,F,18568,rural,0,0,16-25,0,medium
34,M,15819,urban,0,1,26-40,1,medium
71,M,19418,suburban,1,0,60+,1,medium
61,F,13719,rural,1,0,60+,1,medium
65,F,19252,urban,0,0,60+,0,medium
27,F,20932,urban,0,0,26-40,0,high
75,M,20352,rural,0,0,60+,0,high
78,M,11249,urban,1,0,60+,1,medium
42,F,14611,urban,0,0,41-60,0,medium
51,F,14786,urban,0,0,41-60,0,medium
19,M,9671,urban,0,0,16-25,0,low
40,F,23416,suburban,1,0,26-40,1,high
41,F,17310,rural,0,0,41-60,0,medium
40,F,11768,urban,0,0,26-40,0,medium
67,F,18510,urban,0,0,60+,0,medium
23,F,15681,urban,0,0,16-25,0,medium
56,M,4439,suburban,0,0,41-60,0,low
25,F,29394,suburban,1,0,16-25,1,high
41,M,7079,urban,2,0,41-60,2,low
73,M,19483,urban,0,0,60+,0,medium
23,M,14925,urban,0,1,16-25,1,medium
54,M,11935,urban,0,0,41-60,0,medium
58,F,26321,suburban,1,0,41-60,1,high
29,F,22932,suburban,2,0,26-40,2,high
46,F,12350,suburban,0,0,41-60,0,medium
46,F,18575,urban,1,0,41-60,1,medium
59,F,23606,rural,1,0,41-60,1,high
16,F,15788,urban,0,0,16-25,0,medium
21,M,29621,suburban,0,0,16-25,0,high
22,M,15952,urban,1,0,16-25,1,medium
75,F,15375,urban,0,1,60+,1,medium
77,M,15187,urban,0,0,60+,0,medium
55,M,14437,suburban,0,0,41-60,0,medium
78,M,25947,rural,1,0,60+,1,high
18,F,17602,suburban,0,0,16-25,0,medium
23,F,12460,urban,0,0,16-25,0,medium
22,M,17107,suburban,2,0,16-25,2,medium
44,M,14730,urban,0,0,41-60,0,medium
20,F,14019,suburban,0,0,16-25,0,medium
30,M,15540,urban,1,0,26-40,1,medium
19,F,13715,urban,0,0,16-25,0,medium
44,F,24363,suburban,0,0,41-60,0,high
73,M,12359,urban,0,0,60+,0,medium
24,F,17971,suburban,1,0,16-25,1,medium
59,F,16739,suburban,0,0,41-60,0,medium
42,M,16040,urban,0,0,41-60,0,medium
43,M,22959,rural,0,0,41-60,0,high
59,M,18650,urban,0,0,41-60,0,medium
62,F,15137,urban,0,0,60+,0,medium
62,F,19791,suburban,0,0,60+,0,medium
41,F,22297,suburban,0,0,41-60,0,high
19,F,15602,suburban,0,0,16-25,0,medium
